barcode,name,calories,protein,fat,carbs,brand,weight
4820293121895,"Молоко згущене Metro Chef Іриска 8,5% 3кг",338.5,7.2,8.5,58.3,"Metro Chef","3000"
4002334107635,"Йогурт Movenpick Вишня 13% 150г",152,2.4,9.6,14,"Mövenpick","150"
4002334117542,"Йогурт Movenpick Полуниця 13% 150г",152,2.4,9.6,14,"Mövenpick","150"
4036500007962,"Пудинг Omira шоколадний з вершками 1,7% 200г",97,2,1.7,18.2,"Omira","200"
4820178811064,"Кефір Organic Milk органічний термостатний 1% 900г",38,2.8,1,4.5,"Organic Milk","900"
0000080094890,"Десерт Sterilgarda PannaCotta шоколад 2х90г",190,3.4,13,16,"Sterilgarda","180"
4820009351554,"Сир кисломолочний Звени Гора розсипчастий 9,5% 330г",0,14,9.5,2.7,"Звени Гора","330"
4820149829630,"Сир Cheese Club Prima Grande твердий витриманий 18 місяців 50% 150г",398,26.8,32.3,0,"Клуб Сиру","150"
4820045704901,"Йогурт Молокія білий + попкорн у карамелі 2,5% 162г",57,0,2.5,4.7,"Молокія","162"
4820045703690,"Масло Молокія Добірне солодковершкове екстра 82% 1кг",743,0.5,82,0.8,"Молокія","1000"
4820012680948,"Молоко згущене ПМКК незбиране з цукром 8,5% 370г",338.5,7.2,8.5,58.3,"ПМКК","370"
4820023266186,"Сир Пирятин Парменталь 40% 160г",332,29,24,0,"Пирятин","160"
4820245520974,"Продукт сирний Тульчинка Вершковий смак плавлений 55% 50г",288,5.7,24.8,10.6,"Тульчинка","50"
4823065713366,"Йогурт Фанні персик 1% 400г",72.3,2.9,1,12.9,"Фанні","400"
4820245529533,"Сир плавлений Ферма з грибами 35% 70г",199,11,13.4,8.6,"Ферма","70"
4820239243544,"Молоко Ферма ультрапастеризоване 2,5% 900г",53,2.9,2.5,4.7,"Ферма","900"
4820011063872,"Сир Яготинська Моцарелла міні м'який в розсолі 45% 1кг",215,18.2,15.8,0,"Яготинське","1000"
5901126013736,"Сир плавлений Lactima Моцарела скибочки 36,2% 130г",261,21,17,2.9,"лактіма","130"
5901126012319,"Сир плавлений Lactima Емменталер скибочки 36,2% 130г",272,24,17,5.8,"лактіма","130"
5901126013149,"Сир плавлений Lactima 4 сезони 45% 140г",229,17,16,4.3,"лактіма","140"
5711953177811,"Крем-сир Arla Натуральний 70% 1,5кг",252,4.5,25,3,"Arla","1500"
3800112161739,"Замінник вершків Cremio Universal на рослинній основі 25% 1л",237,0.5,25,1.8,"Cremio",""
5907627471020,"Сир Goat Farm козячий копчений нарізка 45% 100г",310,19,25,1.9,"Goat Farm","100"
0061104410508,"Сир Kaserei Champignon Брі 50% 125г",303,19,25,0.5,"Käserei Champignon","125"
5905094016904,"Сир Mlekovita Чеддер блок 48%",357,24,29,0,"Mlekovita",""
4002334115708,"Йогурт Movenpick Feinjoghurt виноград-чорна смородина 13% 150г",154,2.4,9.6,14.4,"Mövenpick","150"
4002334107673,"Йогурт Movenpick Feinjoghurt мандарин-лайм 13% 150г",151,2.3,9.6,13.8,"Mövenpick","150"
7394376623707,"Напій вівсяний Oatly зі смаком попкорну 1л",70,1.1,3.2,8.8,"Oatly!",""
4820272181384,"Сир кисломолочний Premialle Зернистий Абрикос-мед 7% 150г",238,11.8,7,58.8,"Premialle","150"
3228020481259,"Масло President 82% 1кг",743,0.7,82,0.5,"President","1000"
4823065700151,"Масло President кисловершкове несолоне 82% 400г",743,0.8,82,0.5,"President","400"
0000080094883,"Десерт Sterilgarda PannaCotta карамель 2х90г",191,3.3,13,16,"Sterilgarda","180"
5711953068669,"Продукт сирний Viking Danish White 50% 200г",239,9.1,21,3.6,"Viking","200"
4820019493879,"Крем-сир Біло Filladel Chocolove шоколадний 55% 180г",289,11.5,11.5,27.3,"Біло","180"
4820019491967,"Масло Білоцерківське Селянське солодковершкове 72,6% 200г",662,0.8,72.6,1.3,"Біло","200"
4820019494012,"Сир плавлений Біло Ementaler 45% 75г",240,11.7,18.9,5.9,"Біло","75"
4820222760324,"Вершки Галичина рідкі ультрапастеризовані 33% 950г",319,2.5,33,3.1,"Галичина","950"
4820009350526,"Сир плавлений Звени Гора Асорті порційний 45% 140г",261,12,21,6,"Звени Гора","140"
4820009354166,"Сир плавлений Звени Гора Дружба 36% 70г",215,9.3,14.6,11.6,"Звени Гора","70"
4820009350137,"Сир плавлений Звени Гора зі смаком грибів порційний 50% 140г",261,12,21,6,"Звени Гора","140"
4820202535058,"Йогурт Злагода Малятко Персик-абрикос 2,8% 170г",89,2.9,2.8,13,"Злагода","170"
4820149829098,"Сир Клуб Сиру Грюн Вальд твердий з пажитником 50% 270г брусок",363,24.6,29.3,0.2,"Клуб Сиру","270"
4823065736112,"Напій кисломолочний йогуртний Лактонія Імун+ Мультифрукт з пробіотиком L.Rhamnosus та вітаміном С 1,5% 100г х 4шт",69.1,2,1.5,11.9,"Лактонія","400"
4820045706882,"Молоко Молокія Ультра ультрапастеризоване 3,2% 900г",61,3.1,3.2,4.7,"Молокія","900"
4820250620942,"Сир Мукко з горіхом 50,2% 170г",426.2,28.5,33.8,2,"Мукко","170"
4820254402698,"Йогурт На Здоров'я Skyr по-ісландськи натуральний 0,7% 270г",42.3,5.5,0.7,3.5,"На Здоров'я","270"
4751026761593,"OVOSTAR ЖОВТОК ЯЄЧНИЙ РІДКИЙ 1КГ",293,15.4,25.4,0.8,"Овостар","1000"
4820131660890,"Суміш яєчна Ovostar Яйце куряче рідке 1кг",144,12.2,10.2,0.9,"Овостар","1000"
4820012683369,"Молоко згущене ПМКК Іриска варене 8,5% 3кг",326,7.2,8.5,56,"ПМКК","3000"
4820239242615,"Суміш рослинно-молочна Тульчинка 72,5% 400г",662,0.6,72.5,1.8,"Тульчинка","400"
4820019381947,"Молоко Фаворит згущене незбиране з цукром 8,5% 360г",338.5,7.2,8.5,58.3,"Фаворит","360"
4820245528000,"Сир Ферма Чед-сир м'який 45% 180г",288,23,21.6,0.5,"Ферма","180"
4820245529571,"Сир плавлений Ферма з шинкою 35% 70г",199,11.1,13.4,8.4,"Ферма","70"
4823005213932,"Напій молочний Яготинський Coffee Latte 1,5% 270г",71,3,1.5,11.4,"Яготинське","270"
4820226169178,"Продукт кисломолочний Actimel полунично-гранатовий 1,4% 100г х 4шт",73,2.8,1.4,11,"Actimel","400"
5902431274621,"Сир Amanti Gouda Green Pesto 50% 130г",387,23,33,0,"Amanti","130"
5902431276809,"Сир Amanti Гауда з трюфелем 50% 130г",380,23,32,0,"Amanti","130"
5902431274645,"Сир Amanti Gouda Red Pesto 50% 130г",386,22,33,0,"Amanti","130"
5711953201776,"ARLA ПУДИНГ ПРОТЕЇН 1,5% 200Г : ШОКОЛАД",0,0,0,0,"Arla","200"
5711953201806,"ARLA ПУДИНГ ПРОТЕЇН 1,5% 200Г : КАРАМЕЛЬ",0,0,0,0,"Arla","200"
5711953158513,"Крем-сир Arla з ананасом 70% 200г",244,4,20,11,"Arla","200"
4337182059981,"Сир Aro Formaggio Duro твердий тертий 32% 1кг",348,31,24,0.5,"Aro","1000"
4337182059974,"Сир Aro Formaggio Duro твердий пластівці 32% 500г",393,31.9,28.5,0,"Aro","500"
4820293124971,"Продукт сметанний Aro молоковмісний 20% 900г",205,2.5,20,3.8,"Aro","900"
4823039005121,"Крем на сирній основі Aro Cream Classic пастеризований 60% 3кг",268.4,5.1,24,8,"Aro","3000"
3800112161449,"Крем для збивання Aro рослинний солодкий 26% 1л",303,0.7,26,16.5,"Aro",""
3800112162378,"Крем для збивання Aro рослинний солодкий 26% 500мл",303,0.7,26,16.5,"Aro",""
5711953000850,"Крем-сир Castello з помідором і базиліком 65% 125г",308,7.9,27,7.3,"Castello","125"
4820226168768,"Йогурт Danone персик 3,2% 260г",100,3.3,3.2,14.5,"Danone","260"
4820226168751,"Йогурт Danone вишня 3,2% 260г",101,3.3,3.2,14.7,"Danone","260"
4820226160953,"Йогурт Danone полуниця 1,5% 800г",69,2.8,1.5,11,"Danone","800"
4820226168836,"Йогурт Danone полуниця 1,2% 115г",78,3,1.2,13.8,"Danone","115"
4820226168782,"Йогурт Danone полуниця 3,2% 260г",100,3.3,3.2,14.4,"Danone","260"
5902431274744,"Сир Manchego з овечого молока 45% 130г",390,24,32,0.5,"El Pastor","130"
4820293125985,"Джаджик Fine Life по-турецьки 2,5% 200г",43,2.4,2.5,2.8,"Fine Life","200"
4002671147325,"Крем-сир Hochland Professional Cremette вершковий 28% 2кг",289,6.6,28,2.7,"Hochland","2000"
5902899140568,"Крем-сир Hochland Professional Creamland вершковий 2кг",218,6.4,20,3,"Hochland","2000"
4002671147356,"CREMETTE КРЕМ-СИР 10 КГ",289,6.6,28,2.7,"Hochland","10000"
4002468202251,"Соус Hochland Professional Чеддер сирний 750г",195,11,16,1.5,"Hochland","750"
5902899148908,"HOCHLAND СИР ПЛАВЛЕНИЙ 2КГ : З ВЕРШКАМИ",0,0,0,0,"Hochland","2000"
4823065731308,"Йогурт Lactel Локо Моко Інтелект малина-яблуко з кальцієм та вітаміном D3 1,5% 115г",86.3,3.3,1.5,14.9,"Lactel","115"
4823065702360,"Молоко Lactel ультрапастеризоване з вітаміном D3 3,2% 1кг",58.8,3,3.2,4.5,"Lactel","1000"
4820226960195,"Сир Lel' Рікота Класична 45% 1кг",192,10,16,2,"Lel'","1000"
4820293125343,"Сир Metro Chef Сметанковий твердий 45% 270г брусок",351,27.7,26.6,0.2,"Metro Chef","270"
4337182076360,"Сир Metro Chef Parmigiano Reggiano твердий пластівці 32% 500г",402,32,30,0,"Metro Chef","500"
4823065729923,"Сир кисломолочний Metro Chef 9% 3кг",145,14,9,2,"Metro Chef","3000"
5902431275338,"Сир Metro Chef Мімолет 42% 200г",320,25,24,0,"Metro Chef","200"
4820284564199,"Масло Metro Chef Селянське солодковершкове 73% 5кг",713,0.8,73,1.3,"Metro Chef","5000"
5900512300634,"Вершки Mlekovita ультрапастеризовані 30% 1000мл",292,2.3,30,3.2,"Mlekovita",""
5900512300559,"Вершки Mlekovita 36% 1л",343,2,36,2.7,"Mlekovita",""
8594002786823,"Пудинг молочний Mlekarna Kunin Вишня з рисом 2,9% 175г",114,2.9,2.9,19,"Mlékárna Kunín","175"
4025500260132,"Шейк молочний Muller Сонячна полуниця 3,5% 400г",83,3.2,3.3,10.1,"Muller","400"
4002334115715,"Йогурт Movenpick Feinjoghurt абрикос 13% 150г",152,2.4,9.6,13.9,"Mövenpick","150"
4002334117559,"Йогурт Movenpick Чорниця-чорна смородина 13% 150г",156,2.4,9.7,14.8,"Mövenpick","150"
7394376623714,"Напій вівсяний Oatly зі смаком карамелі 1л",70,1.1,3.2,8.8,"Oatly!",""
4820178812764,"Молоко Organic Milk А2 органічне пастеризоване 2,5% 900г",53,2.9,2.5,4.6,"Organic Milk","900"
4820178811057,"Молоко Organic Milk органічне 3,5% 0,9л",62,3,3.5,4.6,"Organic Milk",""
4820178811781,"Сир Organik Milk Моцарела органічний 45% 165г",238,17.3,45,0,"Organic Milk","165"
3228020481082,"Масло President кисловершкове несолоне порційне 82% 8г х 125шт",745,0.7,82,1,"President","1000"
4823065715759,"Сметана President 20% 350г",202.6,2.5,20,3.2,"President","350"
5902208001146,"Сир Ryki Конесер порційний 50% 300г",370,25,30,0,"Ryki","300"
8002626021119,"Сир Sabelli Моцарелла дi Буфала 62% 125г",248,12.1,22,0.4,"Sabelli","125"
3272770004817,"Крем-сир St. Moret Le Gout Primeur 53% 150г",205,8.3,17.8,3,"St. Moret","150"
4820148055511,"Закваска бактеріальна Vivo Пробіо йогурт суха в пакетиках 4шт*1г",242,0,0,0,"Vivo","4"
4820148055313,"Закваска бактеріальна Vivo Йогурт суха 4х0,5г",330,11,2,67,"Vivo","2"
4820019493596,"Масло Біло Екстра солодковершкове 82% 5кг",744,0.8,82,0.7,"Біло","5000"
4823065736013,"Десерт сирковий Дольче Персик-білий шоколад аерований 3,4% 110г",125.4,6.6,3.8,16,"Дольче","110"
4823065735993,"Десерт сирковий Дольче Абрикос аерований 3,4% 110г",125,6.6,3.8,16,"Дольче","110"
4820009350144,"Сир Звени Гора плавлений зі смаком бекону порційний 50% 140г",261,12,21,6,"Звени Гора","140"
4820202535713,"Сирки глазуровані Злагода Сиркові батончики у глазурі з ароматом карамелі з наповнювачем кокос 23% 120г",410,8.9,26,35,"Злагода","120"
4820202534839,"Сметана Злагода 15% 340г",165,3,15,4.5,"Злагода","340"
4820149828374,"Сир Cheese Club Truffel з трюфелем 50% 150г",374,25,30.4,0,"Клуб Сиру","150"
4820039809841,"Сир Комо Kids напівтвердий 50% 250г брусок",353,24,28,1,"Комо","250"
4820039809889,"Сир Комо Фісташковий твердий 50% 250г брусок",359,24,29,1.5,"Комо","250"
4820250620867,"Сир Мукко Фермерський з цільного молока 3 місяці витримки 50,2% 170г",397.7,27.1,31.3,1.9,"Мукко","170"
4820254402674,"Йогурт На Здоров'я Skyr по-ісландськи Лимон-Лайм 0,5% 270г",65.7,5,0.5,10.3,"На Здоров'я","270"
4820254402568,"Йогурт На Здоров'я Skyr по-ісландськи Вишня-Черешня 0,5% 270г",65.3,5,0.5,10.2,"На Здоров'я","270"
4820012683345,"Продукт молоковмісний згущений Первомайський МКК з цукром 8,5% 4кг",338.5,7.2,8.5,58.3,"ПМКК","4000"
4820023268159,"Сир плавлений Пирятин Король сирів пастоподібний зі смаком та ароматом пряженого молока 45% 90г",221,8.4,17,8.5,"Пирятин","90"
4820003486160,"Молоко Селянське Малюкам ультрапастеризоване 2.5% 900г",52,2.8,2.5,4.7,"Селянське","900"
4820245529557,"Сир плавлений Ферма із зеленню 35% 70г",200,10.9,13.4,8.8,"Ферма","70"
4820272182862,"Продукт кисломолочний Ферма Кейфур Лохина 4,5% 250г",111,3.1,4.5,14.5,"Ферма","250"
4820138576460,"Молоко Ферма ультрапастеризоване 3,2% 900г",53,2.9,2.5,4.7,"Ферма","900"
5901126012890,"Сир плавлений Lactima Blue Cheese з блакитною пліснявою 40% 140г",215,13,16,4.6,"лактіма","140"
5901126014214,"Сир плавлений Lactima Burger скибочки 1050г",336,24,26,1.5,"лактіма","1050"
4820147580038,"Яйця курячі Ясенсвіт Для духмяних пирогів С1 15шт",160,13,11.5,0.9,"Ясенсвіт","800"
4820187460550,"Яйця курячі Квочка Вільний вигул С1 10шт",160,13,11.5,0.9,"Квочка",""
4820060044310,"Яйця курячі Отако С1 10шт",160,12,11.5,0.9,"Отако",""
4820147580830,"Яйця курячі Ясенсвіт С1 10шт",160,0,11.5,0.9,"Ясенсвіт",""
4820156150192,"Яйця курячі Квочка С1 15шт",160,13,11.5,0.9,"Квочка",""
4820147580878,"Яйця курячі Ясенсвіт Вільний вигул С1 10шт",160,13,11.5,0.9,"Ясенсвіт",""
4820019493220,"Сир кисломолочний Metro Chef 5% 350г",116,16,5,1.8,"Metro Chef","350"
4820293120409,"Йогурт Rioba вишня 1,5% 115г",85.5,3.4,1.5,14.6,"Rioba","115"
4820293124544,"Сир плавлений Fine Life Cheddar 52% 130г",272,24,17,5.8,"Fine Life","130"
4820293124582,"Сир плавленний Fine Life Тостовий скибочки 36% 130г",251,19,17,5.6,"Fine Life","130"
4820293124568,"Сир плавлений Fine Life Гауда 52% 130г",272,24,17,5.8,"Fine Life","130"
4820086633512,"Масло Metro Chef екстра солодковершкове 82,5% 200г",748,0.5,82.5,0.8,"Metro Chef","200"
4820086633482,"Масло Metro Chef cелянське солодковершкове 73% 200г",655,0.8,73,1.3,"Metro Chef","200"
4820019493244,"Сир кисломолочний Metro Chef нежирний 350г",72,16.2,0,1.8,"Metro Chef","350"
4820019493206,"Сир кисломолочний Metro Chef 9% 350г",145,14,9,2,"Metro Chef","350"
4820226167457,"Сир кисломолочний Простонаше нежирний 300г",81,17.2,0.6,1.6,"ПростоНаше","300"
4823065708782,"Продукт сирковий Metro Chef Крем-сир Каліфорнія термізований 24,5% 1кг",257.3,5.2,24.5,4,"Metro Chef","1000"
4820184280106,"Яйця перепелині Metro Chef 20шт",163,13,12.1,0.6,"Metro Chef",""
4003751013462,"Сир Consul Брі 50% 125г",297,18,25,0.5,"Consul","125"
4820178812207,"Сир Organic Milk Моцарела м'який органічний 45% 100г",238,17.3,18.8,0,"Organic Milk","100"
4820168881886,"Молоко сухе Сто Пудів незбиране 26% 150г",490,24,26,40,"Сто Пудів","150"
4823132901870,"Масло Ферма Екстра солодковершкове 82% 180г",743,0.5,82,0.8,"Ферма","180"
4820293120706,"Сир кисломолочний Metro Chef перетертий 9% 1кг",145,14,9,2,"Metro Chef","1000"
4820019493794,"Сир кисломолочний Біло нежирний 180г",72,16.2,0,1.8,"Біло","180"
4011410690107,"Сир Bellezza Моцарелла 45% 125г",247,18,19,1,"Bellezza","125"
5902241237564,"Сир Fine Life Брі м'який 60% 110г х 4шт",357,17,32,0,"Fine Life","440"
4820293126296,"Сирок Fine Life солодкий з родзинками 10% 180г",194,11.9,10,14.2,"Fine Life","180"
4820222763806,"Йогурт Галичина Карпатський Полуниця-Суниця 2,2% 260г",87,2.8,2.2,14,"Галичина","260"
4820270840016,"Масло ГХІ Gheesome топлене класичне 300мл",885.5,0.3,99.8,0.6,"Gheesome",""
4820272180271,"Вершки Ферма Відбірні рідкі ультрапастеризовані 20% 505г",204,2.5,20,3.6,"Ферма","505"
4823132901832,"Масло Ферма Селянське солодковершкове 72,6% 180г",658,0.4,72.6,0.8,"Ферма","180"
4823039002168,"Продукт рослинно-вершковий Aro Домашній 60% 200г",554,1.3,60,2.2,"Aro","200"
8030705011362,"Сир Giglio Ricotta Fresca 44% 250г",115,9.5,7,0,"Giglio","250"
5900512700014,"Сир Mlekovita Favita м'який солений 45% 270г",218,10,18,4,"Mlekovita","270"
3228020490329,"Сир плавлений President з чеддером для бургерів у скибках 40% 200г",248,14,18,7.5,"President","200"
4820202532002,"Сирок глазурований Злагода з ароматом ванілі 23% 40г",422,8.1,27,36.7,"Злагода","40"
4820202531913,"Сирок глазурований Злагода Шоколад 23% 36г",395,2.8,27,35.1,"Злагода","36"
5411188112655,"Продукт соєвий Alpro Полуниця-банан-персик-груша 4шт*125г",69,3.6,2.1,8.1,"Alpro","500"
3073781179712,"Сир Babybel Mini напівтвердий 45% 60г",308,22,24,0,"Babybel","60"
4003751013455,"Сир Consul Камамбер 50% 125г",297,18,25,0.5,"Consul","125"
4002334118297,"Йогурт Movenpick Summer Edition манго-маракуя 13% 150г",153,2.3,9.6,14.2,"Mövenpick","150"
4000339695027,"Сир кисломолочний Philadelphia зернистий 18,7% 200г",97,10,4.5,3.5,"Philadelphia","200"
4820086633710,"Молоко Rioba ультрапастеризоване 3,2% 950г",59,2.8,3.2,4.7,"Rioba","950"
6408432061141,"Масло Valio вершкове несолоне 82% 200г",740,1,82,1,"Valio","200"
5021427909214,"Сир Wyke Farms Чеддер з карамелізованою цибулею 48% 100г",392,22.6,31.4,4.9,"Wyke Farms","100"
5021427907814,"Сир Wyke Чеддер 48% 200г",416,25.4,34.9,0.5,"Wyke Farms","200"
4823065717999,"Десерт сирковий Дольче полуниця-ківі з шоколадом 3,4% 200г",113,4.6,3.4,16,"Дольче","200"
4823065736099,"Напій кисломолочний йогуртний Лактонія Імун Полуниця з пробіотиком L.Rhamnosus та вітаміном С 1,5% 100г х 4шт",68.3,2,1.5,11.7,"Лактонія","400"
4820205841613,"Продукт соєвий Шинкар Тофу з прованськими травами 250г",102,9.5,6.3,1.8,"Шинкаръ","250"
5901126013965,"Сир плавлений Lactima Чеддер скибочки 46% 1050г",336,24,26,1.5,"лактіма","1050"
4000504174128,"Сир Bonfire Classic Сrispy Camembert for Dipping сичужний м'який 58% 320г",331,17,29,0.5,"Bonfire","320"
8594002787011,"Пудинг молочний Mlekarna Kunin з рисом 3,4% 150г",110,3.4,3.4,16.4,"Mlékárna Kunín","150"
4002334118280,"Йогурт Movenpick Summer Edition ківі-аґрус 13% 150г",153,2.3,9.6,14.1,"Mövenpick","150"
4002334111878,"Йогурт Movenpick Summer Edition ананас-кокос 13% 150г",164,2.5,10.8,14.3,"Mövenpick","150"
7034280003010,"Сир Synnove Гудбрандсдален 35% 480г",445,9,29,37,"Synnove","480"
5021427907821,"Сир Wyke Чеддер екстра 48% 200г",416,25.4,34.9,0.5,"Wyke Farms","200"
4820129190569,"Квас Арсеніївський Темний живий 1л",29.1,0,0,7.8,"Арсеніївський",""
4820002193007,"Маргарин Запорізький Молочний 70% 500г Україна",628,0,70,0,"Запорізький","500"
4820045704918,"Йогурт Молокія білий + попкорн у карамелі з какао 2,5% 162г",57,4,2.5,4.7,"Молокія","162"
4823039001475,"Продукт сирний Янтар плавлений пастоподібний 60% 180г",265,4.8,24.4,6.5,"Наш Молочник","180"
4820002192109,"Маргарин Щедро Пампушок для пухкої випічки 72% 250г",650,0,72,0,"Щедро","250"
8022284000998,"Сир Provolone Valpadana Dolce напівтвердий 44% 200г",338,25.1,26.4,0,"Albiero","200"
4820001471922,"Молоко Aro ультрапастеризоване 3,2% 1000г",58,2.8,3.2,4.7,"Aro","1000"
4820001471915,"Молоко Aro ультрапастеризоване 2,5% 1000г",52,2.8,2.5,4.7,"Aro","1000"
4337182204930,"Сир Aro Рікотта 45% 1,5кг",181,9.2,14,4.5,"Aro","1500"
4337182206569,"Сир Aro Гауда напівтвердий нарізаний 48% 400г",358,23,29,0.1,"Aro","400"
5900197030666,"Йогурт ванільний Bakoma Bakus з зефіром 2,5% 135г",95,3.6,2.5,14.4,"Bakoma","135"
5900197017308,"Десерт Bakoma Satino Gold з шоколадно-ромовим соусом 6,5% 135г",139,3,6.5,16.6,"Bakoma","135"
5900197030291,"Йогурт ванільний Bakoma Bakus з шоколадним драже 4,1% 135г",114,3.3,4.1,15.2,"Bakoma","135"
8712243091203,"Сир Beemster Medium PDO Гауда 48% 150г",387,25.2,31.8,0,"Beemster","150"
4820226960669,"Набір Сир Bergader Еделблу Гурме 60% 100г та Варення Endorfine вишневе з волоським горіхом 40мл",390,16,36,53.2,"Bergader","100"
3341500006008,"Сир Saint Agur з блакитною пліснявою 60% 125г",361,16,33,0.5,"Bongrain","125"
5760466736886,"Сир Castello Danish Blue з блакитною пліснявою 50% 100г",341,20,29,0.5,"Castello","100"
3800112160213,"Вершки Montare D'oro кондитерські рослинні 26% 1л",303,0.7,26,16.5,"Cremio",""
5201168915013,"Сир Dodoni Халумі розсільний 43% 225г",316,23,24,2,"DODONI","225"
4002971847109,"Йогурт Ehrmann Almighurt зі смаком чорниці 500г",92,3,2.7,14,"Ehrmann","500"
4002971840704,"Йогурт Ehrmann Almighurt зі смаком страчателла 500г",110,3.1,4.2,15,"Ehrmann","500"
5902431274768,"Сир El Pastor козячий з вином 45% 130г",384,23,32,1,"El Pastor","130"
5902431277691,"Сир Euroser Емменталер 45% 400г",368,27,29,0,"Euroser","400"
4820284569262,"Крем-сир Fine Life з зеленню та прянощами 60% 180г",241,8.4,21.9,2.5,"Fine Life","180"
5902241237571,"Сир Fine Life Камамбер м'який 60% 105г х 4шт",357,17,32,0.5,"Fine Life","420"
8030705006474,"Сир Fior di Salento Burratina м'який 60% 2х125г",259,10,23,2,"Fior di Salento","250"
5902409701661,"Сир Galbani Mascarpone свіжий 80% 500г",392,3.4,40,4.9,"Galbani","500"
5902409701562,"Сир Galbani Mascarpone 80% 250г",392,3.4,40,4.9,"Galbani","250"
8000430394467,"Сир Galbani Грана Густо тертий 35% 100г",346,31,25,0.5,"Galbani","100"
5902899143736,"Крем-сир Hochland Professional Creamland вершковий 59% 10кг",218,6.4,20,3,"Hochland","10000"
5202425000107,"Сир Hotos Фета м’який з козячого та овечого молока 45% 150г",270,17.4,22,0.7,"Hotos","150"
3161712996153,"Сир Ile de France Brie Au Bleu 50% 125г",321,18,28,0.1,"Ile de France","125"
0000080896265,"Тістечко Kinder Milk-Slice бісквітне з молочною начинкою 28г х 3шт",421,7.9,27.9,34,"Kinder","84"
5201704064526,"Йогурт Kolios Артизанський грецький з чорницею 0% 150г",82,6.7,0,13.8,"Kolios","150"
5201704064748,"Йогурт Kolios Артизанський грецький з малиною та гранатом 0% 150г",86,6.7,0,14.9,"Kolios","150"
5201704064755,"Йогурт Kolios Hercules грецький з високим вмістом білка 0% 500г",59,10,0,4.8,"Kolios","500"
5201704003945,"Сир Kolios Graviera твердий 45% 250г",385,31,29,0,"Kolios","250"
5201704003730,"Сир Kolios Kefalotyri твердий 40% 250г",345,30,25,0,"Kolios","250"
4823065702322,"Молоко Lactel з вітаміном D3 ультрапастеризоване 0,5% 1кг",35.7,3.1,0.5,4.7,"Lactel","1000"
0743407017362,"Сир Landana з трюфелем і білими грибами 50% 200г",395,23.7,33.2,0.1,"Landana","200"
0743407017409,"Сир Landana з волоським горіхом 50% 200г",396,23.8,33.3,0.1,"Landana","200"
4820086636964,"Сир плавлений Metro Chef з сиром Чеддер слайси 1,082кг",328,20,26,3.5,"Metro Chef","1082"
4823065721392,"Сир кисломомочний Metro Chef нежирний 0,2% 900г",65,14,0.2,1.8,"Metro Chef","900"
8594175950588,"Крем сир Metro Chef 73% 10кг",340,5.4,34,4.1,"Metro Chef","10000"
4820086639354,"Сир Metro Chef Халлумі 225г",313,19,26,2,"Metro Chef","225"
4820293122960,"Йогурт Metro Chef Персик з пребіотиком лактулози 1,5% 780г",70.7,2.5,1.5,11.8,"Metro Chef","780"
5901390006410,"Сир Grand Blue Вершковий з блакитною пліснявою 60% 100г",355,18,31,1,"Mlecharnia","100"
5900512300108,"Масло Mlekovita солодковершкове 82% 200г",746,1,82,1,"Mlekovita","200"
5900512900261,"Сир Mlekovita Моцарелла м'який 40% 250г",286,25,20,1.5,"Mlekovita","250"
5900512200583,"Сир плавлений Mlekovita Гауда 60% 150г",205,13,15,4.5,"Mlekovita","150"
5900512200620,"Сир плавлений Mlekovita Маасдамер 60% 150г",205,13,15,4.5,"Mlekovita","150"
5900512200613,"Сир плавлений Mlekovita Чеддер 60% 150г",205,13,15,4.5,"Mlekovita","150"
4002334115739,"Йогурт Movenpick Summer Edition лимон 13% 150г",153,2.4,9.6,14.2,"Mövenpick","150"
4002334113841,"Йогурт Movenpick Feinjoghurt полуниця-бузина 13% 150г",151,2.4,9.6,13.7,"Mövenpick","150"
4002334002572,"Йогурт Movenpick Полуниця-ревінь 13% 150г",151,2.3,9.6,13.6,"Mövenpick","150"
4002334115722,"Йогурт Movenpick Апельсин 13% 150г",153,2.4,9.6,14.2,"Mövenpick","150"
5902431276618,"Сир Old Amsterdam Mild напівтвердий 48% 165г",402,25,34,0,"Old Amsterdam","165"
5902431276779,"Сир Old Amsterdam твердий 48% 165г",401,26,33,0,"Old Amsterdam","165"
4820178812146,"Масло Organic Milk вершкове органічне з какао 62% 180г",602,1,62,10,"Organic Milk","180"
8436535244695,"Сир Palancares Semicurado напіввитриманий змішаний 200г",412,24.5,34.5,0.8,"Palancares","200"
8436535242059,"Сир Palancares Curado витриманий з коров'ячого та овечого молока 200г",464,26.5,39.4,0.9,"Palancares","200"
8001750893258,"Сир Polenghi Моцарелла 40% 125г",234,17,18,0.9,"Polenghi","125"
4820245528413,"Сирок глазурований Premialle Cocktail&Dessert Манго-маракуйя з ароматом білого рому 23% 36г",402,10.1,26.2,31.4,"Premialle","36"
4820245528376,"Сирок глазурований Premialle Cocktail&Dessert Вишня-какао з ароматом коктейль лікер 23% 36г",406,9.3,25.9,33.4,"Premialle","36"
3228022040195,"Сир плавлений President Crema de Semi Curado 55% 125г",292,12,26,2.4,"President","125"
3228023050469,"Сир плавлений President Crema de Cheddar 52% 125г",265,13,23,1.5,"President","125"
3228021000145,"Сир плавлений President Creme de Camembert 55% 125г",254,12,22,2,"President","125"
4823065727073,"Вершки President Кулінарні для збивання ультрапастеризовані 33% 1000г",318,2.1,33,3.1,"President","1000"
