barcode,name,calories,protein,fat,carbs,brand,weight
2850972000000,"Цибуля",44,1.7,0,10.5,"без тм",""
2850029000000,"Банан",90,1.5,0,21.8,"без тм",""
2851109000000,"Яблуко Гала 60+",45,0.4,0.4,11.8,"без тм",""
2880212000000,"Гомілка куряча охолоджена",172,31,30.6,0,"Майстри Смаку",""
4823019010893,"Рушники паперові Ніжний дотик двошарові 130 листів",0,0,0,0,"Ніжний дотик",""
4823077608513,"Цукерки Roshen Корівка 205г",375,2.8,4.1,81.5,"Roshen","205"
4820146820111,"Хумус Yofi! Класичний 250г",259,7.4,19.6,13.3,"YOFI!","250"
4820207591066,"Туалетний папір вологий Naturelle Ромашка 50шт",0,0,0,0,"Naturelle",""
2880240000000,"Цукерки Roshen Galaretka",372,1.1,6.7,75.8,"Roshen",""
4820001316384,"Кетчуп ТОРЧИН® Лагідний 380г",92,1.4,0.2,20.4,"Торчин","380"
4820084260758,"Рушники паперові Marka Promo двошарові 2 рулони",0,0,0,0,"Marka Promo",""
4823077621642,"Вафлі Roshen Wafers шоколад 72г",506,6.6,26.4,58.1,"Roshen","72"
4820269142527,"Корм вологий Club 4 Paws Premium з куркою для котів 85г",83,0,0,0,"Club 4 Paws","85"
2851005000000,"Цукерки Roshen Jelly",327,0,0,82.2,"Roshen",""
4823077633508,"Батончик вафельний Roshen Roshetto Dark в шоколадній глазурі 34г",517,5.2,27.6,60.2,"Roshen","34"
4820193580389,"Рушники паперові Альбатрос  зелені 160шт",0,0,0,0,"Альбатрос",""
5903154540659,"Шпинат Рудь подрібнений швидкозаморожений 400г",21,2.1,0.5,0.9,"Рудь","400"
4820084260819,"Туалетний папір Marka Promo 2-шаровий 4шт",0,0,0,0,"Marka Promo",""
4820084260741,"Серветки Marka Promo паперові 100шт 23x24см",0,0,0,0,"Marka Promo",""
2871555000000,"Карамель Roshen Coffee Like",415,2.2,8.4,82.7,"Roshen",""
4607180660817,"Кілька Аквамарин у томатному соусі нерозібрана 230г",136,12,8,4,"Аквамарин","230"
4823116835146,"Шинка Рулет з філе курки Наша Ряба копчено-варена вищий сорт 500г",93,17,1.2,3.6,"Наша Ряба","500"
4046723022017,"Відбілювач Ms.Helen кисневий 1кг",0,0,0,0,"Ms Helen","1000"
4823077633515,"Батончик вафельний Roshen Roshetto Milk в шоколадній глазурі 34г",530,4.9,28.9,61.5,"Roshen","34"
4823077602863,"Цукерки Roshen Шалена бджілка Фрутті  200г",319,0,0.2,79.7,"Roshen","200"
4823077636004,"Печиво Roshen Lovita здобне з желейною начинкою зі смаком какао-вишня 135г",389,3.7,12.1,67.6,"Roshen","135"
4260637720245,"Гель для прання Wash&Free універсальний 5кг",0,0,0,0,"Wash&Free","5000"
4820003485972,"Вершки Бурьонка рідкі ультрапастеризовані 20% 200г",206,2.8,20,3.7,"Бурьонка","200"
4820196523536,"Пельмені Рудь Ескімос 800г",231.1,10.3,9.1,26.9,"Рудь","800"
4820001312232,"Заправка ТОРЧИН® томатна з болгарським перцем 220г",82,1.8,0.8,15.1,"Торчин","240"
4820180816125,"Печиво Biscotti Тутті-фрутті 355г",479,8.5,21.4,63.2,"Biscotti","355"
4820226000075,"Тунець Premium Tuna шматочки філе у власному соку 185г",87,21,0.3,0,"Parker&Simpson","185"
4823077613111,"Шоколад чорний Roshen пористий 80г",538,5.3,33.4,50,"Roshen","80"
4820049384246,"Відбілювач O'Key кисневий для білих речей 1кг",0,0,0,0,"O'Key","1000"
4820096036396,"Засіб для прочищення труб Ref Krot гранульований 70г",0,0,0,0,"Ref","70"
4823077638824,"Шоколад молочний Roshen Lacmi Cool-Nut-Coconut з мигдалем та кокосом 280г",565,6,36,53.2,"Roshen","280"
4820222760454,"Йогурт Галичина Карпатський безлактозний 3% 280г",58,4.1,3,3.7,"Галичина","280"
5903154544558,"Суміш овочева Рудь Мексиканка для смаження 400г",52,2.5,0.5,9.4,"Рудь","400"
4820097811398,"Чай чорний Monomax Ceylon 1,5г*100шт",1,0,0,0,"мономах","150"
2871647000000,"Печиво Delicia Домашнє",480,6.6,20.2,67,"Delicia",""
4820029143931,"Продукт сирний Фета Good Milk Грецький салат м`який кремовий 50% 170г",215,8,19,3,"Good Milk","170"
8887290146616,"Напій кавовий MacCoffee Cappuccino Di Torino з солоною карамеллю 25г",430,4.6,10.1,48.7,"MacCoffee","25"
4823077621659,"Вафлі Roshen Wafers Горіх 72г",521,5.2,27.7,61.4,"Roshen","72"
4820017297042,"Сніданок сухий Злаково Пластівці кукурудзяні Медові глазуровані 300г",316,5.4,1.1,71.2,"Злаково","300"
4820255192406,"Корм вологий М'ясна Миска м'ясний мікс для котів 100г",85.5,0,0,0,"М'ясна миска","100"
4820214190443,"Засіб від молі Блискавка з ароматом лаванди",0,0,0,0,"BLYSKAVKA",""
2871648000000,"Пряник Delicia Ворзельський з декором заварний",388,4,10.2,68.9,"Delicia",""
4820226000082,"Тунець Polar Seafood шматочками в соняшникової олії 185г",160,21,15,0,"Polar Seafood","185"
4823077643347,"Шоколад чорний Roshen Nut Out з цілим мигдалем 90г",543,9.8,36.1,39.8,"Roshen","90"
4823077629518,"Шоколад молочний Roshen Lacmi з цілими лісовими горіхами і шоколадно-карамельною начинкою 295г",559,7,37.2,47.1,"Roshen","295"
4823077609084,"Печиво Roshen Multicake з молочно-кремовою начинкою 180г",490,4.8,21.6,68,"Roshen","180"
8002612000357,"Сир Sterilgarda Рікота 250г",134,10,9,3.2,"Sterilgarda","250"
4260637721273,"Засіб мийний Wash&Free для скла та дзеркал 500г",0,0,0,0,"Wash&Free","500"
4820017291873,"Палички кукурудзяні Золоте Зерно Молочні 200г",468,6.4,17,72.4,"Золоте Зерно","200"
4820255192376,"Корм вологий М'ясна Миска з яловичиною для котів 100г",88.6,0,0,0,"М'ясна миска","100"
4820006852061,"Сир Новгород-Сіверський Моцарелла Домашня 45% 155г",244,20.5,18,0,"Новгород-Сіверський","155"
5903154544497,"Суміш овочева Рудь Шеф-кухар Дитячий мікс швидкозаморожена 400г",33,1.7,0.2,4.3,"Рудь","400"
4824713343164,"Засіб для миття посуду Donat на основі харчової соди 1л",0,0,0,0,"Donat",""
8006530178297,"Пральний порошок Gala Аква-пудра Французький аромат 405г",0,0,0,0,"Gala","405"
4823012211020,"Печиво-Сендвіч Конті Супер Контік з ваніллю 100г",490,5,23,65,"Konti","90"
4820207591134,"Серветки вологі Naturelle для взуття 15шт",0,0,0,0,"Naturelle",""
4823077615191,"Шоколад білий Roshen пористий карамель 80г",557,7.6,33.7,55.5,"Roshen","80"
2858488000000,"Карамель Roshen Рачки",425,0,6.8,87.9,"Roshen",""
4823077615771,"Шоколад молочний Roshen пористий 80г",533,7.5,30.3,56,"Roshen","80"
4823077611940,"Цукерки Roshen Assortment Classic в чорному шоколаді 154г",532,5.1,33,50.3,"Roshen","154"
4823005308812,"Печиво-сендвіч Roshen Multicake цукрове з начинкою какао 180г",492,5,21.6,68.4,"Roshen","180"
4820017297066,"Сніданок сухий Злаково Пластівці кукурудзяні глазуровані 300г",336,9.4,1.3,77,"Злаково","300"
4820039806093,"Сир Комо Горіховий з волоським горіхом твердий 50% 185г",360,24,29,1.5,"Комо","185"
4823074613381,"Вареники Levada з капустою 400г",192,4.9,3.3,35.6,"Левада","400"
4822606961990,"Засіб для миття посуду Так Лимон 500мл",0,0,0,0,"Так",""
4820001316322,"Кетчуп ТОРЧИН® до Шашлику 380г",99,1.1,0.2,23,"Торчин","380"
4820207100640,"Капсули для прання Brix Universal 10шт",0,0,0,0,"Brix",""
4826313656477,"Засіб мийний Donat для скла 500мл",0,0,0,0,"Donat",""
4823896306171,"Засіб для сантехніки і унітазів Donat хлорний 900мл",0,0,0,0,"Donat",""
4823012265009,"Десерт Konti Bonjour зі смаком чорниця-маскарпоне 232г",409,3.4,13.5,68.4,"Konti","232"
4823012222729,"Печиво-сендвіч Konti Super Kontik зі смаком шоколаду в глазурі 90г",480,6,23,63,"Konti","90"
8887290146227,"Напій кавовий MacCoffee Latte al Caramello Карамель 3в1 22г",467,2.4,12.2,81.8,"MacCoffee","22"
4820049381344,"Відбілювач O'KEY 200г",0,0,0,0,"O'Key","200"
4262396145093,"Капсули для прання ProWash Альпійська свіжість універсальні 15шт",0,0,0,0,"Pro Wash",""
4260637721969,"Капсули для прання Pro Wash 12шт",0,0,0,0,"Pro Wash",""
4820096036303,"Засіб чистячий Ref для унітазу 1л",0,0,0,0,"Ref",""
4823077643361,"Шоколад чорний Roshen Nut з цілим фундуком 90г",569,8.2,40.5,38.2,"Roshen","90"
4823077643385,"Шоколад молочний Roshen Nut з цілим мигдалем 90г",553,9.9,35.6,45.4,"Roshen","90"
4823077613104,"Шоколад білий Roshen пористий 80г",558,7.6,33.9,55.4,"Roshen","80"
4823077621635,"Вафлі Roshen Wafers Молоко 72г",540,7.2,31.1,57.1,"Roshen","72"
4823077609091,"Печиво Roshen Multicake з начинкою полуниця-крем 180г",493,4.7,21.3,70,"Roshen","195"
4260637720733,"Гель для прання Wash & Free Універсальний 2кг",0,0,0,0,"Wash&Free","2000"
4820009354081,"Сир плавлений Звени Гора зі смаком грибів 36% 70г",222,9.5,15.2,11.9,"Звени Гора","70"
4820006852153,"Сир Новгород-Сіверський сулугуні домашній м'який 45% 155г",242,20,18,0,"Новгород-Сіверський","155"
4620004391155,"Напій кавовий Петрівська Cлобода з ароматом згущеного молока 3в1 18г",428,1.8,8.1,87,"Петрівська Слобода","18"
4820017299572,"Цикорій Tonus Індійський 90г",382,12,1.6,80,"Тонус","90"
4820023367982,"Засіб для миття дитячого посуду Uti-Puti Череда та ромашка 600мл",0,0,0,0,"Уті-Путі",""
4820207100954,"Таблетки для посудомийних машин Brix All-in-One 22шт",0,0,0,0,"Brix",""
4820269142510,"Корм вологий Club 4 Paws Premium з кроликом для котів 85г",83,0,0,0,"Club 4 Paws","85"
4260418930436,"Гель для прання Waschkonig Універсальний 3,305л",0,0,0,0,"Der Waschkonig",""
4820093481458,"Кава розчинна Dolce Aroma Gusto Ricco 120г",0,0,0,0,"Dolce Aroma","120"
4820093481434,"Кава розчинна Dolce Aroma Gusto Ricco 60г",0,0,0,0,"Dolce Aroma","60"
7613036632294,"Корм вологий Felix Суп з яловичиною для котів 48г",0,0,0,0,"Felix","48"
7613036632331,"Корм вологий Felix Суп з куркою для котів 48г",0,0,0,0,"Felix","48"
4823012210900,"Печиво-Сендвіч Супер Контік з горіхом 100г",490,6,25,61,"Konti","100"
4823012250890,"Десерт Konti Bonjour Класика 232г",428,3.7,16.7,65.6,"Konti","232"
8018440001312,"Олія оливкова Luglio першого віджиму нерафінована 500мл",828,0,92,0,"Luglio",""
4820084260383,"Туалетний папір Marka Promo 2-шаровий кольоровий 4шт",0,0,0,0,"Marka Promo",""
4820049384260,"Відбілювач O'Key кисневий для білих речей 80г",0,0,0,0,"O'Key","80"
4820049384291,"Плямовивідник O'Key кисневий для кольорових речей 80г",0,0,0,0,"O'Key","80"
4823077629556,"Шоколад молочний Roshen Lacmi з молочною та шоколадною начинками, вафлею з какао 235г",555,6.9,34.9,51.8,"Roshen","235"
4823077643392,"Шоколад молочний Roshen Nut з цілим фундуком 90г",579,8.3,39.9,44.4,"Roshen","90"
4823077612732,"Цукерки Roshen Бім-Бом карамельні із фруктово-ягідною начинкою 200г",381,0,0,94.3,"Roshen","200"
4260700180761,"Гель для прання дитячого одягу Satin Natural Balance 2л",0,0,0,0,"Satin",""
4820235880040,"Снеки кукурудзяні Treegls зі смаком сметани з зеленню 150г",441,7.8,18.2,61.5,"Treegls","150"
4820154486750,"Крекер Yarych класичний з ароматом курки гриль 80г",454,8.4,19.2,60.3,"Yarych","80"
4820227092611,"Насіння соняшника Вишуканий Смак Premium смажене 80г",692,23.7,62.5,5.2,"Вишуканий Смак","90"
4820235882334,"Палички кукурудзяні Золоте Зерно з какао і молоком 60г",444,6.6,18,63.8,"Золоте Зерно","60"
4820019620015,"Пральний порошок для дитячого одягу Karapuz з 1-го дня для всіх типів прання 400г",0,0,0,0,"Карапуз","400"
2850590000000,"Перець жовтий Каліфорнія",27,1.2,0.3,5,"без тм",""
2868597000000,"Цукерки Roshen Сливки-ленивки",548,6.1,32.5,56.9,"Roshen",""
0000087157239,"Кетчуп Heinz томатний 570г",102,1.2,0.1,23.2,"Heinz","570"
4260637722119,"Гель для прання Pro Wash універсальний 4л",0,0,0,0,"Pro Wash","4000"
8006530178259,"Пральний порошок Gala Аква-пудра Французький аромат 3кг",0,0,0,0,"Gala","3000"
4823077629372,"Бісквіт Roshen Золотий ключик зі смаком згущеного молока 300г",414,5.3,18.6,55.2,"Roshen","300"
4820227092604,"Насіння соняшника Вишуканий Смак Premium смажене солоне 80г",677,28,60.5,5.3,"Вишуканий Смак","80"
4820084261434,"Туалетний папір Marka Promo 2-шаровий білий 8шт",0,0,0,0,"Marka Promo",""
4823077629402,"Бісквіт Roshen Празький зі смаком шоколаду 300г",403,5.2,17.5,55,"Roshen","300"
2871682000000,"Крильця курячі Бащинський До пива вищий сорт ~280г",89,16.5,2.5,0,"Бащинський",""
4820254401141,"Ряжанка Селянська 4% 420г",63.2,2.7,4,4.1,"Селянське","420"
4820083909252,"Корм сухий Club 4 Paws Premium з куркою для стерилізованих котів 300г",372.3,0,0,0,"Club 4 Paws","300"
4820009350540,"Сир плавлений Звени Гора Оригінальний пастоподібний 64% 90г",240,9,20,6,"Звени Гора","90"
8002004211927,"Сир Biraghi Gran Biraghi тертий 32% 50г",418,37,30,0,"Biraghi","50"
8410090610638,"Тунець Calvo у власному соку 80г х 3шт",97,22,0.9,0,"Calvo","240"
4820088414393,"Крабові палички Водний Світ Сніжний краб охолоджені 250г",103,5.5,2.7,12.6,"Водний Світ","250"
7613039935804,"Вермішель МІВІНА® зі смаком курячого бульйону негостра 59,2г",443,10,17,62,"Мівіна","59.2"
4008638111019,"Ананаси Lorado кільцями у легкому сиропі с/б 580мл",60.2,0.3,0.3,15,"Lorado","565"
5997476341247,"Кукурудза Tip Top цукрова 425мл",69,3.2,0.6,11,"Tip Top","340"
4750020002107,"Пластівці вівсяні Herkuless 500г",364,14.2,6.9,55.1,"Herkuless","500"
4751017402924,"Лосось Banga атлантичний у власному соку 120г",170,11.1,13.6,0,"Banga","120"
8000483150508,"Томати Victoria різані 400г",23,1.2,0.5,3,"Vікторія","400"
4751017404072,"Печінка тріски Banga з лавровим листом та чорним перцем 115г",494,5.4,52.6,1.7,"Banga","115"
4823005213611,"Йогурт ЯGoтинський Skyr 2% 140г",63,7.5,2,3.7,"Ягoтинське Go","140"
4823064812817,"Ковбаса Бащинський Теляча з вершками варена вищий сорт 500г",180,12,14,1.5,"Бащинський","500"
8445290693983,"Вермішель МІВІНА® зі смаком курячого бульйону з овочами та зеленню гостра 59,2г",443,10,17,62,"Мівіна","59.2"
8809151900717,"Норі снек Haelove традиційний 4,5г",627.3,18.1,49.2,28,"Haelove","4.5"
4820154482486,"Печиво Yarych Марія оригінальна 155г",431,7.7,12.5,70.5,"Yarych","155"
4820029143412,"Сир Good Milk Фіта м'який 50% 200г",223.7,8,20,2.9,"Good Milk","200"
4008638161205,"Персики Лорадо половинки в легкому сиропі 820г",63,0.4,0.1,15,"Lorado","820"
4820268711205,"Млинці Laska Ма-ню-ням з курячим м'ясом 370г",173.9,8.9,6.7,19.5,"Laska","370"
5202175001454,"Чипси начос El Sabor зі смаком сиру 100г",522,6.1,24,68,"El Sabor","100"
4823064815146,"Сардельки Бащинський Міні з курячим філе варені перший сорт 280г",221,10.5,17.1,4.7,"Бащинський","280"
4820172250524,"Соус соєвий Bonsai класичний 235мл",58,3.5,0,11,"Bonsai",""
4823102510736,"Печиво Delicia Домашнє з цукровою пудрою 250г",480,6.6,20.2,67,"Delicia","250"
8437006914765,"Оливки Feudo Verde без кісточки 170г",148,0.9,15.2,0,"Feudo Verde","170"
4008638112016,"Ананаси Lorado шматочками у легкому сиропі 580мл",60.2,0,0.3,15,"Lorado",""
4823088800401,"Сьомга Novus філе-шматок з шкірою слабосолена 180г",269,21,20.5,0,"Novus","180"
8593893745841,"Батончик NUTS® шоколадний з цілими горіхами 42г",491,5,25,61,"Nuts","42"
8000483163508,"Квасоля Victoria біла 400г",63,4.2,0.5,8.1,"Vікторія","400"
4820049420067,"Вода мінеральна Джерело Якова слабогазована 1,5л",0,0,0,0,"Джерело Якова",""
4820175661723,"Майонез Королівський смак Королівський 67% 300г",616,0.1,67,3.2,"Королівський Смак","300"
4823000905832,"Вафлі СВІТОЧ® Артек класичний 71г",504,4.5,24,67,"Світоч","71"
4823115404763,"Чай чорний Lovare Sapphire Bergamot 2г*24шт",2,0,0,0,"Lovare","48"
4823088800623,"Форель Novus філе-шматок на шкірі слабосолена 180г",134,20,6,0,"Novus","180"
4823077638596,"Цукерки Roshen Yummi Gummi Cup Cakes 70г",328,3.2,0.2,77.9,"Roshen","70"
4823077636349,"Цукерки Roshen Yummi Gummi Mini Bear Mix 70г",326,7.3,0.1,74.2,"Roshen","70"
4820000460026,"Вода мінеральна Поляна Купель-5 сильногазована 1,5л",0,0,0,0,"Поляна Купель-5",""
8410090839107,"Салат Calvo з тунця 150г",183,7.7,15,2.6,"Calvo","150"
5900617035905,"Батончик протеїновий Go On Солона карамель 33% 50г",386,33,0,21,"Go On Nutrition","50"
8716605001022,"Сир Grand'Or Данаблю з блакитною пліснявою 50% 100г",365,22.3,32.1,0,"Grand`Or","100"
8809151909239,"Норі снек Haelove зі смаком кімчі 4,5г",536.3,25.5,32.3,29.3,"Haelove","4.5"
8445292215404,"Батончик Nuts зі смаком манго 42г",487,4.8,24,62,"Nuts","42"
4823077645020,"Цукерки Roshen Yummi Gummi Fluffy sheep желейні 70г",327,6.6,0.2,75.5,"Roshen","70"
4823077643484,"Цукерки Roshen Yummi Gummi Кавун желейні 70г",332,6.1,0,77.2,"Roshen","70"
4820210550036,"Соус соєвий Bonsai Класичний 500мл",6.8,0.3,0,1.5,"Bonsai",""
4820132581460,"Кранчі Doctor Benner абрикосові 375г",411.7,8.5,13.2,64.7,"Doctor Benner","375"
7613033580130,"Корм вологий Gourmet Perle Duo з океанічною рибою та тунцем для дорослих котів 85г",74,12.5,2.5,0,"GOURMET","85"
7613033574702,"Корм вологий Gourmet Perle Duo з куркою та яловичиною для котів 85г",74,12.5,2.5,0,"GOURMET","85"
5900617035882,"Батончик протеїновий Go On Шоколад 33% 50г",386,33,18,23,"Go On Nutrition","50"
5902899146300,"Сир плавлений Hochland Квартет асорті 180г",212,11,16,6.7,"Hochland","180"
4820185230988,"Морозиво Laska Maximuse з печивом 90г",295,5.2,17,31,"Laska","90"
4820202895749,"Туалетний папір Ruta Kids 2-шаровий 4шт",0,0,0,0,"Ruta",""
4260637724656,"Засіб для миття посуду Wash&Free Зелене яблуко і екстракт едельвейса 500г",0,0,0,0,"Wash&Free","500"
7613039935774,"Вермішель МІВІНА® зі смаком грибів негостра 59,2г",443,10,17,62,"Мівіна","59.2"
7613039936153,"Вермішель МІВІНА® зі смаком сиру та зеленню негостра 59,2г",443,10,17,62,"Мівіна","59.2"
4820124820300,"Вода мінеральна Трускавецька слабогазована 1,5л",0,0,0,0,"Трускавецька",""
4823005213604,"Йогурт ЯGoтинський Skyr Персик-маракуйя 1,8% 140г",80,6.8,1.8,9.1,"Ягoтинське Go","140"
3330724201016,"Молоко кокосове Bionaturalis органічне 400мл",166,1.4,17,2.5,"Bionaturalis",""
4770299396806,"Сир Dziugas твердий тертий (пластівці) безлактозний 40% 100г",357,33,25,0,"Dziugas","100"
7613033580000,"Корм вологий Gourmet Perle Duo з лососем та сайдою для дорослих котів 85г",74,12.5,2.5,0,"GOURMET","85"
7613033580024,"Корм вологий Gourmet Perle Duo з телятиною та качкою для котів 85г",74,12.5,2.5,0,"GOURMET","85"
4796002510277,"Чай чорний Grace! Evening Time з ароматом бергамоту 2г*25шт",0.4,0.1,0.1,0.1,"Grace!","50"
8809151900540,"Норі снек Haelove з оливковою олією 4,5г",621.2,19.8,47.8,28,"Haelove","4.5"
3800020403655,"Батончик NESTLÉ® KITKAT® Chunky в білому шоколаді 40г",521,6.2,27,63,"KitKat","40"
5901696000013,"Паштет Profi Фірмовий з курячим м'ясом 131г",187,8.6,14,6.3,"Profi","131"
4820241702428,"Комбуча Spraga Персик 250мл",21.7,0,0,5.6,"Spraga",""
4823118600339,"Чай зелений Tea Moments Mojito Breeze 1,7г*20шт",0.3,0,0,0.3,"Tea Moments","34"
8000483159808,"Нут Victoria 400г",71,4.4,1.5,7.8,"Vікторія","400"
7613039936061,"Вермішель МІВІНА® зі смаком смаженої свинини негостра 59,2г",473,9.1,22.9,55.7,"Мівіна","59.2"
8445291098572,"Вафлі Світоч Артек Класичний 188г",504,4.5,24,67,"Світоч","188"
4820031689342,"Трубочки вафельні Delicia зі смаком пряженого молока 450г",489,6.5,21.7,66.4,"Delicia","450"
4820132581453,"Кранчі Doctor Benner вишневі 375г",408.2,8.5,13.5,63.2,"Doctor Benner","375"
4820132582696,"Кранчі Doctor Benner бананові 375г",430,8.9,15.9,62.7,"Doctor Benner","375"
4820152060341,"Вишня Galfruct половинки сублімована 20г",310,5.1,3.2,65.2,"Galfruct","20"
8030705010464,"Сир Giglio Маскарпоне 40% 250г",352,4,36,3,"Giglio","250"
8809151909048,"Норі снек Haelove зі смаком васабі 4,5г",431.6,32.3,14.6,42.7,"Haelove","4.5"
4820185230186,"Морозиво Laska Лакомка в глазурі 100г",309,3.6,22,23,"Laska","100"
4823077636370,"Цукерки Roshen Yummi Gummi Donuts 70г",327,6.6,0.2,75.1,"Roshen","70"
4823077645037,"Цукерки Roshen Yummi Gummi Daydream 70г",327,6.6,0.2,75.4,"Roshen","70"
4820024210072,"Чай трав'яний Карпатський Чай Малина 2г*20шт",200.3,7.4,1.1,40.2,"Карпатський чай","40"
4820046965660,"Квас Львівський Чорний нефільтрований 0,5л",36,0.5,0,8.2,"Львівський",""
4823079003347,"Ковбаса М'ясна Гільдія Салямі нарізана сирокопчена вищий сорт 75г",470.4,14,46,0.1,"М'ясна Гільдія","75"
4820023267077,"Сир плавлений Пирятин Дружба 45% 70г",202,12,14,7,"Пирятин","70"
4820023267053,"Сир плавлений Пирятин Вершковий 38% 70г",205,12,14,7.7,"Пирятин","70"
4823005213598,"Йогурт ЯGoтинський Skyr Полуниця 1,8% 140г",79,6.8,1.8,9,"Ягoтинське Go","140"
4791038601500,"Чай чорний Chelton The Noble House з бергамотом 100г",0.2,0,0,0,"Chelton","100"
4820152060358,"Груша Galfruct слайс сублімована 20г",372,2.1,0.8,89,"Galfruct","20"
8886300990584,"Чай чорний Hillway Exclusive Golden Ceylon 2г*100шт",0,0,0,0,"Hillway","200"
3800020401545,"Батончик NESTLÉ® KITKAT® Chunky Funky молочний шоколад та біла глазур з какао 40г",520,6.1,27.3,61.7,"KitKat","40"
3800020401705,"Шоколад молочний NESTLÉ® KITKAT® Cookie Dough 99г",529,6.4,29.4,58.6,"KitKat","99"
3088540283630,"Сироп кленовий Maple Joe 20г",0,0,0,0,"Maple Joe","20"
4823077643491,"Цукерки Roshen Yummi Gummi Чізкейк желейні 70г",329,5.5,0.2,75.9,"Roshen","70"
4823077636264,"Цукерки Roshen Yummi Gummi Rainbow Belts желейні 70г",340,3,3.8,77.6,"Roshen","70"
4823077644979,"Цукерки Yummi Gummi Кисла полуниця 70г",331,6,0,76.3,"Roshen","70"
4014400400007,"Цукерки Toffife з кремовою нугой і лісовим горіхом 125г",522,6,28.8,59,"Toffifee","125"
4770190133333,"Салат Vici з водоростей з кунжутом 150г",42,1,0.9,7.4,"Vici","150"
4820154725187,"Морозиво Рудь Ескімос шоколадний пломбір-ескімо 80г",313,4.8,22.1,23.7,"Рудь","80"
8445291972964,"Вафлі Світоч Артек смак горіховий 188г",500,4.7,23,68,"Світоч","188"
7613037052046,"Заправка ТОРЧИН® Цезар салатна 120г",317,0.8,31,9.1,"Торчин","120"
8445292211062,"Соус ТОРЧИН® Солодкий чилі 200г",134,0.5,0.5,32,"Торчин","200"
8410090661289,"Паштет Calvo з тунця 2х75г",243,11,19,5.8,"Calvo","150"
4823039008290,"Закуска Cream Valley бутербродна пастоподібна з грибами 85г",279.2,0.8,27.9,6.2,"Cream Valley","85"
4820293251080,"Йогурт Danone по-грецьки з горіховим міксом, шматочками бананових чипсів і шоколадними пластівцями 7% 100г",159,4.1,10.1,12.8,"Danone","100"
4820293251097,"Йогурт Danone по-грецьки з ягідною гранолою і білим шоколадом 7% 100г",150,3.9,8.2,14.9,"Danone","100"
5202175001034,"Чипси начос El Sabor зі смаком чілі 100г",505,6.1,24,68,"El Sabor","100"
8410525271182,"Цукерки Fini Mini Mochis желейні 90г",321,3,0,79,"Fini","90"
4820033790343,"Кава Gemini Crema мелена натуральна смажена в/у 250г",223,13,12,3.9,"Gemini","250"
8886300990829,"Чай чорний Hillway Exclusive Golden Ceylon байховий 100г",0,0,0,0,"Hillway","100"
4820185230179,"Морозиво Laska Лакомка глазуроване 100г",312.4,3.6,22,25,"Laska","100"
5063270118870,"Чай чорний Lipton Yellow Label 2г*25шт",4,0.5,0,0.5,"Lipton","50"
4820075502515,"Цукерки Millennium Riviera Асорті 250г",575,9.2,39.4,46.1,"Millennium","250"
4820149365190,"Торт Nonpareil Пінчер з вишнею 800г",422.9,6.9,20.5,52.7,"Nonpareil","800"
4820210551163,"Соус Peri Peri Солодкий-Чилі Тайська кухня 320г",105,0.6,0.3,24.5,"Peri-Peri","320"
4820039290854,"Приправа Pripravka до плову 30г",197,6.9,2.6,32.4,"Pripravka","30"
4823077636271,"Цукерки Roshen Yummi Gummi Twists желейні 70г",360,2.9,4,78,"Roshen","70"
4823077636363,"Цукерки Roshen Yummi Gummi Frozen Yogo 70г",326,6.6,0.2,75.2,"Roshen","70"
4823077638466,"Цукерки Roshen Yummi Gummi Cherry 70г",327,6.6,0.1,75.2,"Roshen","70"
4820217844138,"Тістечка Tarta Еклер Французький заварні 275г",266,5.8,11,36,"Tarta","275"
4823118600292,"Чай зелений Tea Moments Mango Time 1,7г*20шт",2,0,0.1,1.8,"Tea Moments","34"
6971663406420,"Маска Via Beauty Відновлення властивостей шкіри Лохина та перли колагенова",0,0,0,0,"Via Beauty","30"
6971663406246,"Патчі для очей Viabeauty Колаген та Біозолото гідрогелеві ліфтингові",0,0,0,0,"Via Beauty",""
4260637724670,"Засіб для миття посуду Wash&Free Екстракт алое вера та лісової суниці 500г",0,0,0,0,"Wash&Free","500"
4820154482967,"Крекер Yarych Класичний 80г",467,8.6,19.8,62.3,"Yarych","80"
4823089506319,"Вода мінеральна Ізота з вмістом соди 0,95л",0,0,0,0,"Ізота",""
4823079001978,"Ковбаса Ранчо На дровах зі свининою напівкопчена перший сорт 400г",386.5,14.1,35,3.7,"Ранчо","400"
4820154723275,"Морозиво Рудь Ескімос пломбір-ескімо в шоколаді 80г",311,4.9,21.8,23.6,"Рудь","80"
4823000915886,"Вафлі СВІТОЧ® Артек смак Шоколаду 80г",489,3.7,21,71,"Світоч","71"
4823000915718,"Вафлі СВІТОЧ® Артек зі смаком пломбіру 71г",496,4.8,22,68,"Світоч","80"
4820010772713,"Вода мінеральна Aqua Миргород Detox сильногазована 0,5л",0,0,0,0,"Aqua Миргород",""
4820022692955,"Напій енергетичний Best Shot Original 0,5л",48,0,0,12.1,"Best Shot",""
4820210550340,"Соус Bonsai Premium горіховий 500г",97.6,2.3,3.9,13.3,"Bonsai","500"
4607041131753,"Соус Bonsai Premium соєвий класичний 1л",53.8,3,0,11,"Bonsai",""
4820210551040,"Соус соєвий Bonsai Унагі 500мл",54,2.5,0,11,"Bonsai",""
4607041133054,"Соус соєвий Bonsai Premium Класичний 250мл",48,3.1,0,8.9,"Bonsai",""
